Species,Authority,Family,Species_OtherName,Symmetry,Symmetry.note,Symmetry.reference,Symmetry.Sauquet,Symmetry.Reyes,Symmetry.Kalisz,Species.Sauquet.Original,Reference.Sauquet,Species.Reyes.Original,Ref.Reyes,Species.Kalisz.Original,Ref.Kalisz,Cleistogamy,Type.Cleistogamy,Reference.Cleistogamy,Comments.Cleistogamy,SCindex,AutofertilityIndex
Francoa_appendiculata,,Melianthaceae (Francoaceae - APG IV),,Act,,Reyes et al. 2016; ,,Act,,,,Francoa appendiculata,Reyes et al. 2016,,,0,,,,,
Frankenia_pulverulenta,,Frankeniaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Frankenia pulverulenta,"Sauquet et al., 2017",Frankenia pulverulenta,Reyes et al. 2016,,,0,,,,,
Franklinia_alatamaha,,Theaceae,,Act,,Reyes et al. 2016; ,,Act,,,,Franklinia alatamaha,Reyes et al. 2016,,,0,,,,,
Frasera_caroliniensis,,Gentianaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Frasera carolinensis,2,0,,,,0.653104925,0.383297645
Frasera_speciosa,,Gentianaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Frasera speciosa,2,0,,,,,
Fraxinus_angustifolia,,Oleaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Fraxinus syriaca,1,0,,,,,
Fraxinus_lanuginosa,,Oleaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Fraxinus lanuginosa,1,0,,,,,
Fuchsia_procumbens,,Onagraceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Fuchsia procumbens,"Sauquet et al., 2017",Fuchsia procumbens,Reyes et al. 2016,,,0,,,,,
Fumaria_officinalis,,Papaveraceae,,Zygo,,Reyes et al. 2016; ,,Zygo,,,,Fumaria officinalis,Reyes et al. 2016,,,0,,,,,
Gaiadendron_punctatum,,Loranthaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Gaiadendron punctatum,"Sauquet et al., 2017",,,,,0,,,,,
Gaillardia_grandiflora,,Compositae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gaillardia grandiflora,2,0,,,,,
Galactia_canescens,,Leguminosae,,Zygo,Zygo, https://www.inaturalist.org/taxa/163146-Galactia-canescens,,,,,,,,,,1,dimorphic,Kaul et al. 2000,,,
Galatella_linosyris,,Compositae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Chrysocoma linosyris,2,0,,,,,
Galax_urceolata,,Diapensiaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Galax urceolata,"Sauquet et al., 2017",,,,,0,,,,,
Galbulimima_belgraveana,,Himantandraceae,,Act,, http://tropical.theferns.info/image.php?id=Galbulimima+belgraveana,,,,,,Galbulimima belgraveana,,,,0,,,,,
Galearia_filiformis,,Pandaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Galearia filiformis,"Sauquet et al., 2017",,,,,0,,,,,
Galeopsis_pubescens,,Lamiaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Galeopsis pubescens,1,0,,,,,
Galeopsis_segetum,,Lamiaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Galeopsis segetum,1,0,,,,,
Galeopsis_speciosa,,Lamiaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Galeopsis speciosa,1,0,,,,,
Galium_album,,Rubiaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Galium silvestre,1,0,,,,,
Galium_aparine,,Rubiaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; Kalisz et al., 2006",Act,Act,Act,Galium aparine,"Sauquet et al., 2017",Galium aparine,Reyes et al. 2016,Galium aparine,1,0,,,,,
Galium_boreale,,Rubiaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Galium boreale,1,0,,,,,
Galium_odoratum,,Rubiaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Galium odoratum,1,0,,,,,
Galium_palustre,,Rubiaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Galium palustre,1,0,,,,,
Galium_pumilum,,Rubiaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Galium pumilum,1,0,,,,,
Galium_saxatile,,Rubiaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Galium saxatile,1,0,,,,,
Galium_sterneri,,Rubiaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Galium sterneri,1,0,,,,,
Galium_tricornutum,,Rubiaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Galium tricornutum,1,0,,,,,
Galium_uliginosum,,Rubiaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Galium uliginosum,1,0,,,,,
Galium_verum,,Rubiaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Galium verum,1,0,,,,,
Galphimia_paniculata,,Malpighiaceae,,Zygo,,"Sauquet et al., 2017; ",Zygo,,,Thryallis latifolia,"Sauquet et al., 2017",,,,,0,,,,,
Garcinia_subelliptica,,Clusiaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Garcinia subelliptica,"Sauquet et al., 2017",,,,,0,,,,,
Garrya_elliptica,,Garryaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Garrya elliptica,"Sauquet et al., 2017",,,,,0,,,,,
Gaudichaudia_hirtella,,Malpighiaceae,"Aspicarpa hirtella (Kew, iNaturalists)",Zygo,,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=102853 et pers obs https://www.inaturalist.org/observations/11120531,,,,,,,,,,1,dimorphic,Ritzerow 1908,From Lord 1981,,
Gaultheria_antipoda,,Ericaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gaultheria antipoda,1,0,,,,,
Gaura_mollis,,Onagraceae,,Zygo,,Reyes et al. 2016; ,,Zygo,,,,Gaura mollis,Reyes et al. 2016,,,0,,,,,
Gaylussacia_baccata,,Ericaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gaylussacia baccata,1,0,,,,,
Geissoloma_marginata,,Geissolomataceae,Geissoloma marginatum (seule espèce reconnue),Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Geissoloma marginatum,"Sauquet et al., 2017",Geissoloma marginatum,Reyes et al. 2016,,,0,,,,,
Gelsemium_sempervirens,,Gelsemiaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Gelsemium sempervirens,"Sauquet et al., 2017",Gelsemium sempervirens,Reyes et al. 2016,,,0,,,,,
Gentiana_acaulis,,Gentianaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gentiana acaulis,R. Ree,0,,,,,
Gentiana_asclepiadea,,Gentianaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gentiana asclepiadea,R. Ree,0,,,,,
Gentiana_bavarica,,Gentianaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gentiana bavarica,R. Ree,0,,,,,
Gentiana_cruciata,,Gentianaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gentiana cruciata,R. Ree,0,,,,,
Gentiana_froelichii,,Gentianaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gentiana froelichii,R. Ree,0,,,,,
Gentiana_lutea,,Gentianaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gentiana lutea,R. Ree,0,,,,,
Gentiana_newberryi,,Gentianaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gentiana newberryi,R. Ree,0,,,,,
Gentiana_nivalis,,Gentianaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gentiana nivalis,R. Ree,0,,,,,
Gentiana_pannonica,,Gentianaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gentiana pannonica,R. Ree,0,,,,,
Gentiana_pneumonanthe,,Gentianaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gentiana pneumonanthe,R. Ree,0,,,,,
Gentiana_prostrata,,Gentianaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gentiana prostrata,R. Ree,0,,,,,
Gentiana_purpurea,,Gentianaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gentiana purpurea,R. Ree,0,,,,,
Gentiana_saponaria,,Gentianaceae,,Act,,"Sauquet et al., 2017; Kalisz et al., 2006",Act,,Act,Gentiana saponaria,"Sauquet et al., 2017",,,Gentiana saponaria,R. Ree,0,,,,,
Gentiana_verna,,Gentianaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gentiana verna,R. Ree,0,,,,,
Gentianella_amabilis,,Gentianaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gentiana amabilis,R. Ree,0,,,,,
Gentianella_amarella,,Gentianaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gentiana amarella,R. Ree,0,,,,,
Gentianella_antarctica,,Gentianaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gentiana antarctica,R. Ree,0,,,,,
Gentianella_antipoda,,Gentianaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gentiana antipoda,R. Ree,0,,,,,
Gentianella_astonii,,Gentianaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gentiana astonii,R. Ree,0,,,,,
Gentianella_aurea,,Gentianaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gentiana aurea,R. Ree,0,,,,,
Gentianella_campestris,,Gentianaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gentiana obtusifolia,R. Ree,0,,,,,
Gentianella_chathamica,,Gentianaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gentiana chathamica,R. Ree,0,,,,,
Gentianella_corymbifera,,Gentianaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gentiana corymbifera,R. Ree,0,,,,,
Gentianella_divisa,,Gentianaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gentiana divisa,R. Ree,0,,,,,
Gentianella_germanica,,Gentianaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gentiana rhaetica,R. Ree,0,,,,,
Gentianella_grisebachii,,Gentianaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gentiana grisebachii,R. Ree,0,,,,,
Gentianella_lineata,,Gentianaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gentiana lineata,R. Ree,0,,,,,
Gentianella_montana,,Gentianaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gentiana montana,R. Ree,0,,,,,
Gentianella_saxosa,,Gentianaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gentiana saxosa,R. Ree,0,,,,,
Gentianella_serotina,,Gentianaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gentiana serotina,R. Ree,0,,,,,
Gentianella_uliginosa,,Gentianaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gentianella uliginosa,2,0,,,,,
Geococcus_pusillus,,Brassicaceae,,Act,,http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?form=speciesfacts&name=Geococcus_pusillus et pers obs https://spapps.environment.sa.gov.au/SeedsOfSA/speciesinformation.html?rid=2034,,,,,,,,,,1,dimorphic,Kaul et al. 2000,,,
Geranium_macrorrhizum,,Geraniaceae,,Zygo,,Reyes et al. 2016; ,,Zygo,,,,Geranium macrorrhizum,Reyes et al. 2016,,,0,,,,,
Geranium_robertianum,,Geraniaceae,,Act,,Reyes et al. 2016; ,,Act,,,,Geranium robertianum,Reyes et al. 2016,,,0,,,,,
Geranium_sanguineum,,Geraniaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Geranium sanguineum,"Sauquet et al., 2017",,,,,0,,,,,
Gerbera_jamesonii,,Compositae,,Act,,"Sauquet et al., 2017; ",Zygo,,,Gerbera jamesonii,"Sauquet et al., 2017",,,,,0,,,,,
Gerrardina_foliosa,,Gerrardinaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Gerrardina foliosa,"Sauquet et al., 2017",Gerrardina foliosa,Reyes et al. 2016,,,0,,,,,
Gevuina_avellana,,Proteaceae,,Zygo,,Reyes et al. 2016; ,,Zygo,,,,Gevuina avellana,Reyes et al. 2016,,,0,,,,,
Gibsoniothamnus_epiphyticus,,Schlegeliaceae,,Zygo,,Reyes et al. 2016; ,,Zygo,,,,Gibsoniothamnus epiphyticus,Reyes et al. 2016,,,0,,,,,
Gilia_aggregata,,Polemoniaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Ipomopsis candida,1,0,,,,,
Gilia_angelensis,,Polemoniaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gilia angelensis,1,0,,,,,
Gilia_capitata,,Polemoniaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Gilia capitata,"Sauquet et al., 2017",,,,,0,,,,,
Gilia_caruifolia,,Polemoniaceae,Saltugilia caruifolia  (Kew),Act,,"Kalisz et al., 2006",,,Act,,,,,Gilia caruifolia,1,0,,,,,
Gilia_densifolia,,Polemoniaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gilia densifolia,1,0,,,,,
Gilia_ochroleuca,,Polemoniaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gilia ochroleuca,1,0,,,,,
Gilia_splendens,,Polemoniaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gilia splendens,1,0,,,,,
Gilia_tenuiflora,,Polemoniaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gilia tenuiflora,1,0,,,,,
Gilia_tricolor,,Polemoniaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gilia tricolor,1,0,,,,,
Gilliesia_graminea,,Amaryllidaceae,,Zygo,,Reyes et al. 2016; ,,Zygo,,,,Gilliesia graminea,Reyes et al. 2016,,,0,,,,,
Gingidia_baxteri,,Apiaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gingidia baxteri,1,0,,,,,
Gingidia_decipiens,,Apiaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gingidia decipiens,1,0,,,,,
Gingidia_enysii,,Apiaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gingidia enysii,1,0,,,,,
Gingidia_flabellata,,Apiaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gingidia flabellata,1,0,,,,,
Gingidia_montana,,Apiaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gingidia montana,1,0,,,,,
Gingidia_trifoliolata,,Apiaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gingidia trifoliola,1,0,,,,,
Gisekia_africana,,Gisekiaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Gisekia africana,"Sauquet et al., 2017",,,,,0,,,,,
Gisekia_pharnaceoides,,Gisekiaceae,,Act,,Reyes et al. 2016; ,,Act,,,,Gisekia pharnaceoides,Reyes et al. 2016,,,0,,,,,
Githopsis_tenella,,Campanulaceae,,Act,, http://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=27001,,,,,,,,,,1,dimorphic,Morin 1983,,,
Gladiolus_buckerveldii,,Iridaceae,,Zygo,,"Sauquet et al., 2017; ",Zygo,,,Gladiolus buckerveldii,"Sauquet et al., 2017",,,,,0,,,,,
Glaucidium_palmatum,,Ranunculaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Glaucidium palmatum,"Sauquet et al., 2017",,,,,0,,,,,
Glebionis_segetum,,Compositae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Chrysanthemum segetum,2,0,,,,,
Glechoma_hederacea,,Lamiaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Glechoma hederacea,1,0,,,,,
Glehnia_littoralis,,Apiaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Glehnia leiocarpa,1,0,,,,,
Globularia_cordifolia,,Plantaginaceae,,Zygo,,http://treesandshrubsonline.org/articles/globularia/globularia-cordifolia/,,,,,,,,Globularia cordifolia,,0,,,,,
Globularia_nudicaulis,,Plantaginaceae,,Zygo,,"Natho, Gabriella. (2008). K. Kubitzki (ed.), The Families and Genera of Vascular Plants, vol. 2: K. Kubitzki, J. G. Rohwer, V. Bittrich (eds.), Flowering Plants, X + 653 S., 141 Abb., 11 Tab. Springer Verlag, Berlin, Heidelberg, New York, London, Paris, Tokyo, Hong Kong, Barcelona. Feddes Repertorium. 109. 337-338. 10.1002/fedr.19981090315. ",,,,,,,,Globularia nudicaulis,,0,,,,,
Globularia_vulgaris,,Plantaginaceae,,Zygo,,"Natho, Gabriella. (2008). K. Kubitzki (ed.), The Families and Genera of Vascular Plants, vol. 2: K. Kubitzki, J. G. Rohwer, V. Bittrich (eds.), Flowering Plants, X + 653 S., 141 Abb., 11 Tab. Springer Verlag, Berlin, Heidelberg, New York, London, Paris, Tokyo, Hong Kong, Barcelona. Feddes Repertorium. 109. 337-338. 10.1002/fedr.19981090315. ",,,,,,,,Globularia vulgaris,,0,,,,,
Glossocalyx_longicuspis,,Siparunaceae,,Zygo,,Reyes et al. 2016; ,,Zygo,,,,Glossocalyx longicuspis,Reyes et al. 2016,,,0,,,,,
Glossostigma_cleistanthum,,Phrymaceae,,Zygo,,https://gobotany.newenglandwild.org/species/glossostigma/cleistanthum/ et pers obs http://hydrodictyon.eeb.uconn.edu/people/les/Les-Lab-3.html,,,,,,,,,,1,dimorphic,Beardsley & Olmstead 2002,,,
Glycine_argyrea,,Leguminosae,,Zygo,Genus description,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=113750,,,,,,,,,,1,dimorphic,Schoen and Brown 1991,,,
Glycine_clandestina,,Leguminosae,,Zygo,,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=113750,,,,,,,,,,1,dimorphic,Schoen and Brown 1991,,,
Glycine_max,,Leguminosae,,Zygo,,"Sauquet et al., 2017; ",Zygo,,,Glycine max,"Sauquet et al., 2017",,,,,1,dimorphic,Takahashi et al. 2001,,,
Glycine_tabacina,,Leguminosae,,Zygo,,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242323611,,,,,,,,,,1,dimorphic,Newll & Hymowitz 1980,From Lord 1981,,
Gnaphalium_sylvaticum,,Compositae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gnaphalium sylvaticum,2,0,,,,,
Gnaphalium_uliginosum,,Compositae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gnaphalium uliginosum,2,0,,,,,
Gochnatia_hypoleuca,,Compositae,,Act,,Reyes et al. 2016; ,,Act,,,,Gochnatia hypoleuca,Reyes et al. 2016,,,0,,,,,
Gomortega_keule,,Gomortegaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Gomortega keule,"Sauquet et al., 2017",Gomortega keule,Reyes et al. 2016,,,0,,,,,
Gomphandra_javanica,,Stemonuraceae,,Act,,"Sauquet et al., 2017; ",Act,,,Gomphandra javanica,"Sauquet et al., 2017",,,,,0,,,,,
Gonocaryum_litorale,,Cardiopteridaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Gonocaryum litorale,"Sauquet et al., 2017",,,,,0,,,,,
Goodenia_ovata,,Goodeniaceae,,Zygo,,"Sauquet et al., 2017; Reyes et al. 2016; ",Zygo,Zygo,,Goodenia ovata,"Sauquet et al., 2017",Goodenia ovata,Reyes et al. 2016,,,0,,,,,
Gorteria_diffusa,,Compositae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Gorteria diffusa,2,0,,,,,
Gossypium_australe,,Malvaceae,,Act,, https://www.inaturalist.org/observations/9069129,,,,,,,,,,1,dimorphic,Fryzell 1978,From Lord 1981,,
Gossypium_bickii,,Malvaceae,,Act,,https://www.anbg.gov.au/cpbr/program/sc/cotton_mole.htm,,,,,,,,,,1,dimorphic,Fryzell 1978,From Lord 1981,,
Gossypium_hirsutum,,Malvaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Gossypium hirsutum,"Sauquet et al., 2017",,,,,0,,,,,
Gossypium_nelsonii,,Malvaceae,,Act,,https://www.anbg.gov.au/cpbr/program/sc/cotton_mole.htm,,,,,,,,,,1,dimorphic,Fryzell 1978,From Lord 1981,,
Gossypium_somalense,,Malvaceae,,Act,,http://www.cicr.org.in/pdf/wild_species%20.pdf,,,,,,,,,,1,dimorphic,Fryzell 1978,From Lord 1981,,
Goupia_glabra,,Goupiaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Goupia glabra,"Sauquet et al., 2017",Goupia glabra,Reyes et al. 2016,,,0,,,,,
Grevillea_curviloba,,Proteaceae,,Act,,Reyes et al. 2016; ,,Act,,,,Grevillea curviloba,Reyes et al. 2016,,,0,,,,,
Grevillea_robusta,,Proteaceae,,Zygo,,"Sauquet et al., 2017; Reyes et al. 2016; ",Zygo,Zygo,,Grevillea robusta,"Sauquet et al., 2017",Grevillea robusta,Reyes et al. 2016,,,0,,,,,
Greyia_radlkoferi,,Melianthaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Greyia radlkoferi,"Sauquet et al., 2017",Greyia radlkoferi,Reyes et al. 2016,,,0,,,,,
Grias_peruviana,,Lecythidaceae,,Act,,Reyes et al. 2016; ,,Act,,,,Grias peruviana,Reyes et al. 2016,,,0,,,,,
Griselinia_littoralis,,Cornaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Griselinia littoralis,"Sauquet et al., 2017",Griselinia littoralis,Reyes et al. 2016,,,0,,,,,
Grubbia_tomentosa,,Grubbiaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Grubbia tomentosa,"Sauquet et al., 2017",Grubbia tomentosa,Reyes et al. 2016,,,0,,,,,
Guaiacum_sanctum,,Zygophyllaceae,,Zygo,,"Sauquet et al., 2017; ",Zygo,,,Guaiacum sanctum,"Sauquet et al., 2017",,,,,0,,,,,
Guamatela_tuerckheimii,,Guamatelaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Guamatela tuerckheimii,"Sauquet et al., 2017",Guamatela tuerckheimii,Reyes et al. 2016,,,0,,,,,
Guizotia_abyssinica,,Compositae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; Kalisz et al., 2006",Act,Zygo,Act,Guizotia abyssinica,"Sauquet et al., 2017",Guizotia abyssinica,Reyes et al. 2016,Guizotia abyssinica,2,0,,,,,
Gunnera_magellanica,,Gunneraceae,,Act,,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:19527-1 et pers obs kipedia.org/wiki/Gunnera_magellanica#/media/File:Devils_Strawberry_(3278834731).jpg,,,,,,Gunnera magellanica,,,,0,,,,,
Gymnarrhena_micrantha,,Compositae,,Act,,"Funk, Vicki & Fragman-Sapir, Ori. (2009). Gymnarrheneae (Gymnarrhenoideae). ",,,,,,,,,,1,dimorphic,Koller & Roth 1964,From Lord 1981,,
Gymnosporia_senegalensis,,Celastraceae,,Act,,"Sauquet et al., 2017; ",Act,,,Gymnosporia senegalensis,"Sauquet et al., 2017",,,,,0,,,,,
Gyrocarpus_americanus,,Hernandiaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Gyrocarpus americanus,"Sauquet et al., 2017",,,,,0,,,,,
Gyrostemon_tepperi,,Gyrostemonaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Gyrostemon tepperi,"Sauquet et al., 2017",Gyrostemon tepperi,Reyes et al. 2016,,,0,,,,,
Habracanthus_blepharora,,Acanthaceae,! Introuvable dans IPNI,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Habracanthus blepharora,1,0,,,,,
Habranthus_robustus,,Amaryllidaceae,,Zygo,,Reyes et al. 2016; ,,Zygo,,,,Habranthus robustus,Reyes et al. 2016,,,0,,,,,
Haemodorum_corymbosum,,Haemodoraceae,,Act,,Reyes et al. 2016; ,,Act,,,,Haemodorum corymbosum,Reyes et al. 2016,,,0,,,,,
Hakea_archaeoides,,Proteaceae,,Zygo,,Reyes et al. 2016; ,,Zygo,,,,Hakea archaeoides,Reyes et al. 2016,,,0,,,,,
Hakea_drupacea,,Proteaceae,,Act,,Reyes et al. 2016; ,,Act,,,,Hakea drupacea,Reyes et al. 2016,,,0,,,,,
Halacsya_sendtneri,,Boraginaceae,,Zygo,,Reyes et al. 2016; ,,Zygo,,,,Halacsya sendtneri,Reyes et al. 2016,,,0,,,,,
Halesia_carolina,,Styracaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Halesia carolina,"Sauquet et al., 2017",Halesia carolina,Reyes et al. 2016,,,0,,,,,
Halleria_lucida,,Stilbaceae,,Zygo,,"Sauquet et al., 2017; Reyes et al. 2016; ",Zygo,Zygo,,Halleria lucida,"Sauquet et al., 2017",Halleria lucida,Reyes et al. 2016,,,0,,,,,
Halophytum_ameghinoi,,Halophytaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Halophytum ameghinoi,"Sauquet et al., 2017",Halophytum ameghinoi,,,,0,,,,,
Haloragis_aspera,,Haloragaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Haloragis aspera,"Sauquet et al., 2017",,,,,0,,,,,
Hamamelis_virginiana,,Hamamelidaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Hamamelis virginiana,"Sauquet et al., 2017",Hamamelis virginiana,Reyes et al. 2016,,,0,,,,0.5,0.110462272
Hanguana_malayana,,Hanguanaceae,,Act,,Reyes et al. 2016; ,,Act,,,,Hanguana malayana,Reyes et al. 2016,,,0,,,,,
Harbouria_trachypleura,,Apiaceae,,Act,,"Kalisz et al., 2006",,,Act,,,,,Harbouria trachypleura,1,0,,,,,
Haworthia_integra,,Xanthorrhoeaceae,,Zygo,,Reyes et al. 2016; ,,Zygo,,,,Haworthia integra,Reyes et al. 2016,,,0,,,,,
Hebe_amplexicaulis,,Plantaginaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Hebe amplexicaulis,1,0,,,,,
Hebe_andersonii,,Plantaginaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Veronica sandersoni,1,0,,,,,
Hebe_hulkeana,,Plantaginaceae,,Zygo,,"Kalisz et al., 2006",,,Zygo,,,,,Hebe hulkeana,1,0,,,,,
Hecastocleis_shockleyi,,Compositae,,Act,,Reyes et al. 2016; ,,Act,,,,Hecastocleis shockleyi,Reyes et al. 2016,,,0,,,,,
Hedera_helix,,Araliaceae,,Act,,"Sauquet et al., 2017; ",Act,,,Hedera helix,"Sauquet et al., 2017",,,,,0,,,,,
Hedychium_coronarium,,Zingiberaceae,,Zygo,,Reyes et al. 2016; ,,Zygo,,,,Hedychium coronarium,Reyes et al. 2016,,,0,,,,,
Hedyosmum_arborescens,,Chloranthaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Hedyosmum arborescens,"Sauquet et al., 2017",Hedyosmum arborescens,Reyes et al. 2016,,,0,,,,,
Heisteria_parvifolia,,Olacaceae,,Act,,"Sauquet et al., 2017; Reyes et al. 2016; ",Act,Act,,Heisteria parvifolia,"Sauquet et al., 2017",Heisteria parvifolia,Reyes et al. 2016,,,0,,,,,
Helia_oblongifolia,,Gentianaceae,,Zygo,,Reyes et al. 2016; ,,Zygo,,,,Helia oblongifolia,Reyes et al. 2016,,,0,,,,,
Helianthemum_glomeratum,,Cistaceae,Crocanthemum glomeratum (KEW),Act,, https://www.gbif.org/species/2874073,,,,,,,,,,1,dimorphic,Ritzerow 1908,From Lord 1981,,
Helianthemum_kahiricum,,Cistaceae,,Act,, http://www.floraofqatar.com/helianthemum_kahiricum.htm,,,,,,,,,,1,dimorphic,Ritzerow 1908,From Lord 1981,,
