og_species,og_family,og_longevity,SE_long,Quality,Site,Lat,Lon,alt_m,Habitat,reference,Exotic,self_incom,Nectar,notes,longev_univisit,long_unv_SE,Duration,sources,mean_long_days,og_species_patch,pollination,sym_RS_scored,Accepted_name,Accepted_name_rank,Accepted_family,Accepted_genus,sym_species,sym_genus,sym_family,rank_sym_scored_at,sym_data_source,sym_data_reference,latitude_data_entry_notes
Euterpe.edulis,Arecaceae,2,NA,NA,NA,NA,NA,NA,NA,Mantovani & Morellato (2000). In Reis & Reis (eds.) Euterpe,NA,NA,NA,M species. Data for female flowers.,NA,NA,NA,marcoshighquality marcoshighquality,2,Euterpe edulis,NA,NA,Euterpe edulis,species,Arecaceae,Euterpe,actinomorphic,NA,actinomorphic,family,explicit from the text (described as such),NSW PlantNet and other sources,"Location too vague, can't track down original reference"
Geranium.maculatum,Geraniaceae,4 to 6,NA,0,"Trelease Woods, Urbana, Illinois (USA)",40.135005,NA,NA,Temperate forest,Willson et al. (1979). Evolution 33: 57-73.,NA,SC,1,Apr-May.,NA,NA,NA,marcoshighquality marcoslowquality,5,Geranium maculatum,NA,NA,Geranium maculatum,species,Geraniaceae,Geranium,actinomorphic,actinomorphic zygomorphic,actinomorphic zygomorphic,NA,NA,NA,
Guettarda.poasana(=G.crispifolia.ssp.poasana),Rubiaceae,1.7,NA,1,"Monteverde, Cordillera de Tilaran (Costa Rica)",10.334177,NA,1500 to 1650,Cloud forest,Stratton (1989). Biotropica 21: 308-318.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,1.7,Guettarda crispifolia ssp poasana,NA,NA,Tournefortiopsis crispiflora,species,Rubiaceae,Tournefortiopsis,actinomorphic,NA,actinomorphic zygomorphic,species,seen explicitly on the illustration,POWO,
Halimium.commutatum,Cistaceae,7 to 9 h,NA,NA,"Quinta de Sao Pedro RS, Sobreda (Portugal)",38.650977,NA,NA,Mediterranean scrubland,Brandt & Gottsberger (1988). Lagascalia 15 (extra): 625-634.,NA,SI,NA,Mar-May.,NA,NA,Open in the morning,marcoshighquality,0.333333333,Halimium commutatum,NA,NA,Cistus calycinus,species,Cistaceae,Cistus,actinomorphic,actinomorphic,actinomorphic,NA,NA,NA,
Hamamelis.virginiana,Hamamelidaceae,20,0.79,NA,"Mansfield, Connecticut (USA)",NA,NA,NA,Temperate forest,"Anderson & Hill (2002). Amer. J. Bot. 89: 67-78,",NA,SI,1,late Sep-late Oct.,NA,NA,NA,marcoshighquality,20,Hamamelis virginiana,NA,NA,Hamamelis virginiana,species,Hamamelidaceae,Hamamelis,actinomorphic,actinomorphic,actinomorphic zygomorphic,NA,NA,NA,
Heliconia.aff.tortuosa,Heliconiaceae,Dawn to early evening,NA,0,Arima Valley and Waller Field (Trinidad),NA,NA,NA,Secondary  dry forest,Dobkin (1984). Oecologia 64: 245-254.,NA,NA,1,"Long, peak in Jul-Sep.",NA,NA,NA,marcoshighquality,0.5,Heliconia aff tortuosa,NA,NA,Heliconia tortuosa,species,Heliconiaceae,Heliconia,zygomorphic,zygomorphic,zygomorphic,family,explicit from the text (described as such),Kubitzki series,
Heliconia.tortuosa,Heliconiaceae,1,NA,0,"Monteverde, Cordillera de Tilaran (Costa Rica)",10.334177,NA,1500 to 1650,Cloud forest,Stratton (1989). Biotropica 21: 308-318.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,1,Heliconia tortuosa,NA,NA,Heliconia tortuosa,species,Heliconiaceae,Heliconia,zygomorphic,zygomorphic,zygomorphic,family,explicit from the text (described as such),Kubitzki series,
Heliconia.trinidatis(=H.hirsuta?),Heliconiaceae,Dawn to late afternoon (15:30 to 16:30 depending on the day),NA,0,Arima Valley and Waller Field (Trinidad),NA,NA,NA,Secondary  dry forest,Dobkin (1984). Oecologia 64: 245-254.,NA,NA,1,All year round. Time of abscission taken from Dobkin (1987). Biotropica 19: 90-93.,NA,NA,NA,marcoshighquality,0.5,Heliconia hirsuta,NA,NA,Heliconia hirsuta,species,Heliconiaceae,Heliconia,zygomorphic,zygomorphic,zygomorphic,family,explicit from the text (described as such),Kubitzki series,
Heliconia.wagneriana,Heliconiaceae,Dawn to early evening,NA,0,Arima Valley and Waller Field (Trinidad),NA,NA,NA,Secondary  dry forest,Dobkin (1984). Oecologia 64: 245-254.,NA,NA,1,"Long, Mar-Jun.",NA,NA,NA,marcoshighquality,0.5,Heliconia wagneriana,NA,NA,Heliconia wagneriana,species,Heliconiaceae,Heliconia,zygomorphic,zygomorphic,zygomorphic,family,explicit from the text (described as such),Kubitzki series,
Hemerocallis.citrina,Xanthorrhoeaceae,0.583333333,NA,0,"Hirado Island, Nagasaki (Japan)",NA,NA,NA,Grasslands on rocky shores,Hasegawa et al. (2006). J. Plant Res. 119: 63-68.,NA,NA,NA,Jun-Aug.,NA,NA,"Open at 6:00, diurnal anthesis",marcoshighquality,0.583333333,Hemerocallis citrina,NA,NA,Hemerocallis citrina,species,Asphodelaceae,Hemerocallis,actinomorphic,actinomorphic zygomorphic,actinomorphic zygomorphic,NA,NA,NA,
Hemerocallis.fulva,Xanthorrhoeaceae,0.5,NA,0,"Hirado Island, Nagasaki (Japan)",NA,NA,NA,Grasslands on rocky shores,Hasegawa et al. (2006). J. Plant Res. 119: 63-68.,NA,NA,NA,Jun-Aug.,NA,NA,"Open at 17:00, nocturnal anthesis",marcoshighquality,0.5,Hemerocallis fulva,NA,NA,Hemerocallis fulva,species,Asphodelaceae,Hemerocallis,zygomorphic,actinomorphic zygomorphic,actinomorphic zygomorphic,NA,NA,NA,
Hepatica.americana,Ranunculaceae,10.2,0.21978307,3,"Oosting NA & Gate 24 of Duke Forest, North Carolina (USA)",35.981256,NA,NA,Temperate forest,Motten (1986). Ecol. Monogr. 56: 21-42.,NA,NA,0,Feb-Apr.,10.8,0.324285714,NA,marcoshighquality,10.2,Hepatica americana,NA,NA,Hepatica americana,species,Ranunculaceae,Hepatica,actinomorphic,actinomorphic,actinomorphic zygomorphic,NA,NA,NA,
Herbertia.pulchella,Iridaceae,12 to 13 h,NA,1,"P N Morro do Osso, Rio Grande do Sul (Brazil)",NA,NA,94,Pampa,Báez-Lizarazo et al. (2021). Bot. J. Linn. Soc. 196: 256-277.,NA,SI (ISI: 1.0),Oil,Oct-Dec.,NA,NA,Open at 6:30,marcoshighquality,0.520833333,Herbertia pulchella,NA,NA,Herbertia pulchella,species,Iridaceae,Herbertia,actinomorphic,actinomorphic,actinomorphic zygomorphic,species,seen explicitly on the illustration,POWO,
Hydnora.visseri,Hydnoraceae,5 to 7,NA,0,Farm Kanas (Namibia),NA,NA,NA,Nama-Karoo vegetation,Bolin et al. (2011). Syst. Bot. 36: 255-260.,NA,NA,NA,Oct-Jan.,NA,NA,NA,marcoshighquality,6,Hydnora visseri,NA,NA,Hydnora visseri,species,Aristolochiaceae,Hydnora,actinomorphic,actinomorphic,actinomorphic zygomorphic,species,seen explicitly on the illustration,iNaturalist,
Inga.brenesii(=I.sierrae),Fabaceae,8 to 10 h,NA,1,Cordillera de Tilaran (Costa Rica),10.338516,NA,1320 to 1460,Montane tropical forest,Koptur (1983). Syst. Bot. 8: 354-368.,NA,NA,1,All year round; peak Oct-Nov.,NA,NA,Continuous opening during the day,marcoshighquality,0.375,Inga sierrae,NA,NA,Inga sierrae,species,Fabaceae,Inga,actinomorphic,actinomorphic zygomorphic,actinomorphic zygomorphic,genus,explicit from the text (described as such),paper,
Inga.densiflora,Fabaceae,12 to 20 h,NA,1,Cordillera de Tilaran (Costa Rica),10.338516,NA,1460 to 1600,Montane tropical forest,Koptur (1983). Syst. Bot. 8: 354-368.,NA,NA,1,Oct-Mar.,NA,NA,Open at 6:00 and at 16:00,marcoshighquality,0.666666667,Inga densiflora,NA,NA,Inga densiflora,species,Fabaceae,Inga,actinomorphic,actinomorphic zygomorphic,actinomorphic zygomorphic,genus,explicit from the text (described as such),paper,
Inga.longispica,Fabaceae,8 to 12 h,NA,1,Cordillera de Tilaran (Costa Rica),10.338516,NA,1520 to 1600,Montane tropical forest,Koptur (1983). Syst. Bot. 8: 354-368.,NA,NA,1,May-Jun and Sep.,NA,NA,Open from 14:00 to 17:00,marcoshighquality,0.416666667,Inga longispica,NA,NA,Inga longispica,species,Fabaceae,Inga,actinomorphic,actinomorphic zygomorphic,actinomorphic zygomorphic,genus,explicit from the text (described as such),paper,
Inga.mortoniana,Fabaceae,19 to 21 h,NA,1,Cordillera de Tilaran (Costa Rica),10.338516,NA,1460 to 1520,Montane tropical forest,Koptur (1983). Syst. Bot. 8: 354-368.,NA,NA,1,Jun-Dec.,NA,NA,Open from 10:00 to 12:00,marcoshighquality,0.833333333,Inga mortoniana,NA,NA,Inga mortoniana,species,Fabaceae,Inga,actinomorphic,actinomorphic zygomorphic,actinomorphic zygomorphic,genus,explicit from the text (described as such),paper,
Inga.oesterdiana,Fabaceae,5 to 7 h,NA,1,Cordillera de Tilaran (Costa Rica),10.338516,NA,1320 to 1460,Montane tropical forest,Koptur (1983). Syst. Bot. 8: 354-368.,NA,NA,1,Sep-Jan.,NA,NA,Open from 15:00 to 16:30,marcoshighquality,0.25,Inga oesterdiana,NA,NA,Inga oerstediana,species,Fabaceae,Inga,actinomorphic,actinomorphic zygomorphic,actinomorphic zygomorphic,genus,explicit from the text (described as such),paper,
Inga.punctata,Fabaceae,7 to 12 h,NA,1,Cordillera de Tilaran (Costa Rica),10.338516,NA,1320 to 1460,Montane tropical forest,Koptur (1983). Syst. Bot. 8: 354-368.,NA,NA,1,Dec-May.,NA,NA,Open at 16:00 and 8:00,marcoshighquality,0.395833333,Inga punctata,NA,NA,Inga punctata,species,Fabaceae,Inga,actinomorphic,actinomorphic zygomorphic,actinomorphic zygomorphic,genus,explicit from the text (described as such),paper,
Inga.quaternata(=I.nobilis.ssp.quaternata),Fabaceae,9 to 12 h,NA,1,Cordillera de Tilaran (Costa Rica),10.338516,NA,1320 to 1520,Montane tropical forest,Koptur (1983). Syst. Bot. 8: 354-368.,NA,NA,1,May-Jul and Oct.,NA,NA,Open from 2:00 and 6:00,marcoshighquality,0.4375,Inga nobilis ssp quaternata,NA,NA,Inga nobilis subsp. quaternata,subspecies,Fabaceae,Inga,actinomorphic,actinomorphic zygomorphic,actinomorphic zygomorphic,genus,explicit from the text (described as such),paper,
Iris.cristata,Iridaceae,3.1,0.132680694,3,"Oosting NA & Gate 24 of Duke Forest, North Carolina (USA)",35.981256,NA,NA,Temperate forest,Motten (1986). Ecol. Monogr. 56: 21-42.,NA,NA,1,Apr.,NA,NA,NA,marcoshighquality,3.1,Iris cristata,NA,NA,Iris cristata,species,Iridaceae,Iris,actinomorphic,actinomorphic,actinomorphic zygomorphic,NA,NA,NA,
Justicia.oerstedii,Acanthaceae,2,NA,1,"Monteverde, Cordillera de Tilaran (Costa Rica)",10.334177,NA,1500 to 1650,Cloud forest,Stratton (1989). Biotropica 21: 308-318.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,2,Justicia oerstedii,NA,NA,Dianthera glabra,species,Acanthaceae,Dianthera,zygomorphic,actinomorphic zygomorphic,actinomorphic zygomorphic,species,seen explicitly on the illustration,Pl@ntnet,
Laguncularia.racemosa,Combretaceae,2,NA,NA,Florida (USA),NA,NA,0,Mangrove,Landry & Rathcke (2007). New Phytol. 176: 891-901.,NA,NA,NA,Ad species. Data for hermaphrodites.,NA,NA,NA,marcoshighquality marcoshighquality,2,Laguncularia racemosa,NA,NA,Laguncularia racemosa,species,Combretaceae,Laguncularia,actinomorphic,actinomorphic,actinomorphic zygomorphic,NA,NA,NA,
Laguncularia.racemosa,Combretaceae,1,NA,NA,NA,NA,NA,NA,NA,Landry & Rathcke (2007). New Phytol. 176: 891-901.,NA,NA,NA,Ad species. Data for males.,NA,NA,NA,marcoshighquality marcoshighquality,1,Laguncularia racemosa,NA,NA,Laguncularia racemosa,species,Combretaceae,Laguncularia,actinomorphic,actinomorphic,actinomorphic zygomorphic,NA,NA,NA,
Lamiastrum.galeobdolon,Lamiaceae,3.3,NA,NA,Belgrade area (Serbia),NA,NA,NA,Temperate forest,Macukanovic-Jocic et al. (2004). Acta Veterinaria 54: 475-487.,NA,NA,1,Apr-Jun.,NA,NA,NA,marcoshighquality,3.3,Lamiastrum galeobdolon,NA,NA,Lamium galeobdolon,species,Lamiaceae,Lamium,zygomorphic,zygomorphic,actinomorphic zygomorphic,NA,NA,NA,
Lamium.amplexicaule,Lamiaceae,2.2,0.11,3,Daphni (Greece),NA,NA,135 to 215,Mediterranean scrubland,Petanidou & Vokou (1993). Amer. J. Bot. 80: 892-899.,NA,NA,1,NA,NA,NA,NA,marcoshighquality,2.2,Lamium amplexicaule,NA,NA,Lamium amplexicaule,species,Lamiaceae,Lamium,zygomorphic,zygomorphic,actinomorphic zygomorphic,NA,NA,NA,
Lamium.maculatum,Lamiaceae,2.8,NA,NA,Belgrade area (Serbia),NA,NA,NA,Temperate forest,Macukanovic-Jocic et al. (2004). Acta Veterinaria 54: 475-487.,NA,NA,1,Apr-Jun.,NA,NA,NA,marcoshighquality,2.8,Lamium maculatum,NA,NA,Lamium maculatum,species,Lamiaceae,Lamium,zygomorphic,zygomorphic,actinomorphic zygomorphic,NA,NA,NA,
Lavandula.pedunculata.subsp.sampaiana,Lamiaceae,5.2,NA,NA,Sevilla (Spain),NA,NA,NA,Experimental garden,Devesa et al. (1985). Anales Jard. Bot. Madrid 42: 165-186.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality,5.2,Lavandula pedunculata subsp sampaiana,NA,NA,Lavandula pedunculata subsp. sampaiana,subspecies,Lamiaceae,Lavandula,zygomorphic,zygomorphic,actinomorphic zygomorphic,subspecies,seen explicitly on the illustration,iNaturalist,
Lavandula.stoechas.subsp.luisieri,Lamiaceae,4.09,NA,NA,Sevilla (Spain),NA,NA,NA,Experimental garden,Devesa et al. (1985). Anales Jard. Bot. Madrid 42: 165-186.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality,4.09,Lavandula stoechas subsp luisieri,NA,NA,Lavandula stoechas subsp. luisieri,subspecies,Lamiaceae,Lavandula,zygomorphic,zygomorphic,actinomorphic zygomorphic,subspecies,seen explicitly on the illustration,iNaturalist,
Lavandula.stoechas.subsp.stoechas,Lamiaceae,4.05,NA,NA,Sevilla (Spain),NA,NA,NA,Experimental garden,Devesa et al. (1985). Anales Jard. Bot. Madrid 42: 165-186.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality,4.05,Lavandula stoechas subsp stoechas,NA,NA,Lavandula stoechas subsp. stoechas,subspecies,Lamiaceae,Lavandula,zygomorphic,zygomorphic,actinomorphic zygomorphic,subspecies,seen explicitly on the illustration,POWO,
Lonicera.arborea,Caprifoliaceae,4,NA,NA,"Nava de las Correhuelas, P. N. Cazorla (Spain)",NA,NA,1615,NA,Jordano (1990). Anales Jard. Bot. Madrid 48: 31-52.,NA,SC Xen,1,Jun-Jul. Flower length as tube length in Table 1.,6,NA,NA,marcoshighquality,4,Lonicera arborea,NA,NA,Lonicera arborea,species,Caprifoliaceae,Lonicera,zygomorphic,actinomorphic zygomorphic,actinomorphic zygomorphic,species,seen explicitly on the illustration,iNaturalist,
Lonicera.etrusca,Caprifoliaceae,3 to 4,NA,NA,"Cañada del Espino, P. N. Cazorla (Spain)",NA,NA,1350,NA,Jordano (1990). Anales Jard. Bot. Madrid 48: 31-52.,NA,SC Xen,1,Jun-Jul. Flower length as tube length in Table 1.,NA,NA,NA,marcoshighquality,3.5,Lonicera etrusca,NA,NA,Lonicera etrusca,species,Caprifoliaceae,Lonicera,zygomorphic,actinomorphic zygomorphic,actinomorphic zygomorphic,NA,NA,NA,
Lonicera.etrusca,Caprifoliaceae,3,NA,NA,"2 sites at La Barosa, León (Spain)",NA,NA,500 to 550,Secondary scrubland in Q. rotundifolia forest,Guitián et al. (1993). Acta Oecol. 14: 219-227.,NA,SC Xen,1,Apr-May.,NA,NA,NA,marcoshighquality,3,Lonicera etrusca,NA,NA,Lonicera etrusca,species,Caprifoliaceae,Lonicera,zygomorphic,actinomorphic zygomorphic,actinomorphic zygomorphic,NA,NA,NA,
Luisia.teres,Orchidaceae,15.6,NA,1,Kumamoto University (Japan),NA,NA,NA,Greenhouse,Sugiura et al. (2021). Pl. Sp. Biol. 36: 52-59.,NA,SC Xen,1,Jun-Jul.,"Shorter, but unspecified",NA,NA,marcoshighquality,15.6,Luisia teres,NA,NA,Luisia teres,species,Orchidaceae,Luisia,zygomorphic,NA,actinomorphic zygomorphic,species,seen explicitly on the illustration,iNaturalist,
Magnolia.jardinensis,Magnoliaceae,2.083333333,NA,1,"Jardin, Antioquia (Colombia)",NA,NA,2000 to 2600,Tropical forest,Serna-González et al. (2022). Pl. Sp. Biol. 37: 20-37.,NA,NA,NA,All year round except Nov. Longevity calculated until the end of the male phase. Petals remain until 3 days after the end of the male phase.,NA,NA,Open at 16:00. Close 20 h between f and m phases.,marcoshighquality,2.083333333,Magnolia jardinensis,NA,NA,Magnolia jardinensis,species,Magnoliaceae,Magnolia,actinomorphic,actinomorphic,actinomorphic,genus,interpreted from the text,Kubitzki series,
Magnolia.yarumalensis,Magnoliaceae,1.020833333,NA,1,"Jardin, Antioquia (Colombia)",NA,NA,2000 to 2600,Tropical forest,Serna-González et al. (2022). Pl. Sp. Biol. 37: 20-37.,NA,NA,NA,All year round. Longevity calculated until the end of the male phase. Petals remain until several days after the end of the male phase.,NA,NA,Open at 7:30. Close 14 h between f and m phases.,marcoshighquality,1.020833333,Magnolia yarumalensis,NA,NA,Magnolia yarumalensis,species,Magnoliaceae,Magnolia,actinomorphic,actinomorphic,actinomorphic,genus,interpreted from the text,Kubitzki series,
Malvaviscus.palmatus,Campanulaceae,2,NA,1,"Monteverde, Cordillera de Tilaran (Costa Rica)",10.334177,NA,1500 to 1650,Cloud forest,Stratton (1989). Biotropica 21: 308-318.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,2,Malvaviscus palmatus,NA,NA,Malvaviscus palmatus,species,Malvaceae,Malvaviscus,actinomorphic,actinomorphic,actinomorphic zygomorphic,species,seen explicitly on the illustration,iNaturalist,
Mazus.miquelii,Phrymaceae,3.07,0.18,3,"Wuhan Botanical Garden, Hubei (China)",NA,NA,NA,Botanical garden,Jin et al. (2015). J. Syst. Evol. 53: 259-265.,NA,part SC,1,Late Mar-early Jun.,4.41,0.28,NA,marcoshighquality,3.07,Mazus miquelii,NA,NA,Mazus miquelii,species,Mazaceae,Mazus,zygomorphic,zygomorphic,zygomorphic,NA,NA,NA,
Mazus.pumilus,Phrymaceae,1.45,0.11,3,"Wuhan Botanical Garden, Hubei (China)",NA,NA,NA,Botanical garden,Jin et al. (2015). J. Syst. Evol. 53: 259-265.,NA,SC,0,Late Mar-early Jun.,1.8,0.2,NA,marcoshighquality,1.45,Mazus pumilus,NA,NA,Mazus pumilus,species,Mazaceae,Mazus,zygomorphic,zygomorphic,zygomorphic,NA,NA,NA,
Mazus.stachydifolius,Phrymaceae,3.14,0.25,3,"Wuhan Botanical Garden, Hubei (China)",NA,NA,NA,Botanical garden,Jin et al. (2015). J. Syst. Evol. 53: 259-265.,NA,SI,1,Late Mar-early Jun.,4.42,0.34,NA,marcoshighquality,3.14,Mazus stachydifolius,NA,NA,Mazus stachydifolius,species,Mazaceae,Mazus,zygomorphic,zygomorphic,zygomorphic,species,seen explicitly on the illustration,POWO,
Medicago.citrina,Fabaceae,5.7,0.4,3,"Grossa, Columbretes Islands (Spain)",NA,NA,NA,Mediterranean scrubland,Pérez-Bañón et al. (2003). Plant Syst. Evol. 241: 29-46.,NA,SC Xen,1,Jan-May.,8,0.2,NA,marcoshighquality,5.7,Medicago citrina,NA,NA,Medicago arborea subsp. citrina,subspecies,Fabaceae,Medicago,zygomorphic,zygomorphic,actinomorphic zygomorphic,species,seen explicitly on the illustration,POWO,
Mimulus.guttatus,Phrymaceae,"Outcrossed, low water: 2.38",0.230584541,2,University of Kansas (USA),NA,NA,NA,Greenhouse,Arathi et al. (2002). Int. J. Plant Sci. 163: 567-573.,NA,SC,Little,NA,"Unvisited, low water: 4.54",0.122112095,NA,marcoshighquality marcoshighquality,2.38,Mimulus guttatus,NA,NA,Erythranthe guttata,species,Phrymaceae,Erythranthe,zygomorphic,NA,zygomorphic,species,seen explicitly on the illustration,POWO,
Mimulus.guttatus,Phrymaceae,"Outcrossed, high water: 2.65",0.121428571,2,NA,NA,NA,NA,NA,Arathi et al. (2002). Int. J. Plant Sci. 163: 567-573.,NA,NA,NA,NA,"Unvisited, high water: 4.92",0.140107775,NA,marcoshighquality marcoshighquality,2.65,Mimulus guttatus,NA,NA,Erythranthe guttata,species,Phrymaceae,Erythranthe,zygomorphic,NA,zygomorphic,species,seen explicitly on the illustration,POWO,
Monnina.sylvatica,Polygalaceae,2.6,NA,1,"Monteverde, Cordillera de Tilaran (Costa Rica)",10.334177,NA,1500 to 1650,Cloud forest,Stratton (1989). Biotropica 21: 308-318.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,2.6,Monnina sylvatica,NA,NA,Monnina sylvatica,species,Polygalaceae,Monnina,zygomorphic,NA,actinomorphic zygomorphic,species,seen explicitly on the illustration,iNaturalist,
Monopyle.maxonii,Gesneriaceae,4.3,NA,1,"Monteverde, Cordillera de Tilaran (Costa Rica)",10.334177,NA,1500 to 1650,Cloud forest,Stratton (1989). Biotropica 21: 308-318.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,4.3,Monopyle maxonii,NA,NA,Monopyle maxonii,species,Gesneriaceae,Monopyle,zygomorphic,zygomorphic,actinomorphic zygomorphic,species,seen explicitly on the illustration,iNaturalist,
Moraea.comptonii,Iridaceae,1.25,NA,NA,"Bot river, Cape province (South Africa)",NA,NA,NA,Cape flora,Goldblatt & Bernhardt (1999). Ann. MO Bot. Gard. 86: 47-56.,NA,SI,1,Aug-Sep.,NA,NA,NA,marcoshighquality,1.25,Moraea comptonii,NA,NA,Moraea comptonii,species,Iridaceae,Moraea,actinomorphic,actinomorphic zygomorphic,actinomorphic zygomorphic,species,seen explicitly on the illustration,POWO,
Moraea.vallisbelli,Iridaceae,0.25,NA,NA,"Nieuwoudtville, Cape province (South Africa)",NA,NA,NA,Cape flora,Goldblatt & Bernhardt (1999). Ann. MO Bot. Gard. 86: 47-56.,NA,SI,1,Sep-Oct.,NA,NA,Open in the morning,marcoshighquality,0.25,Moraea vallisbelli,NA,NA,Moraea vallisbelli,species,Iridaceae,Moraea,actinomorphic,actinomorphic zygomorphic,actinomorphic zygomorphic,species,seen explicitly on the illustration,iNaturalist,
Morinda.parvifolia,Rubiaceae,1,NA,NA,"6 sites, main site Huolushan SCBG, Guangdong (China)",NA,NA,NA,Forest,Liu et al. (2012). Plant Syst. Evol. 298: 775-785.,NA,SI,1,Apr-Jun. D species; data for females.,NA,NA,Open at night,marcoshighquality marcoshighquality,1,Morinda parvifolia,NA,NA,Gynochthodes parvifolia,species,Rubiaceae,Gynochthodes,actinomorphic,actinomorphic,actinomorphic zygomorphic,species,seen explicitly on the illustration,Flora of China,
Morinda.parvifolia,Rubiaceae,1,NA,NA,NA,NA,NA,NA,NA,Liu et al. (2012). Plant Syst. Evol. 298: 775-785.,NA,SI,NA,D species; data for males.,NA,NA,NA,marcoshighquality marcoshighquality,1,Morinda parvifolia,NA,NA,Gynochthodes parvifolia,species,Rubiaceae,Gynochthodes,actinomorphic,actinomorphic,actinomorphic zygomorphic,species,seen explicitly on the illustration,Flora of China,
Morinda.umbellata.ssp.boninensis,Rubiaceae,1,NA,NA,Bonin Islands (Japan),NA,NA,NA,Tropical forest,Nishide et al. (2009). Acta Phytotax. Geobot. 60: 61-70.,NA,NA,NA,Ad species. Data are valid for both sexes.,NA,NA,NA,marcoshighquality,1,Morinda umbellata ssp boninensis,NA,NA,Gynochthodes boninensis,species,Rubiaceae,Gynochthodes,actinomorphic,actinomorphic,actinomorphic zygomorphic,genus,guessed from the illustration,iNaturalist,
Narcissus.tazetta,Amaryllidaceae,17.1,3.4,NA,4 lowland sites (Israel),NA,NA,10 to 50,"Marsh, in Mediterranean-desert climate",Arroyo & Dafni (1995). New Phytol. 129: 135-145.,NA,SI,1,Jan-Feb. Flower measurements are averages of L and S morphs.,NA,NA,NA,marcoshighquality marcoshighquality,17.1,Narcissus tazetta,NA,NA,Narcissus tazetta,species,Amaryllidaceae,Narcissus,actinomorphic,NA,actinomorphic zygomorphic,species,seen explicitly on the illustration,POWO,
Narcissus.tazetta,Amaryllidaceae,6.2,1.3,NA,8 hill sites (Israel),NA,NA,80 to 520,Desert,Arroyo & Dafni (1995). New Phytol. 129: 135-145.,NA,SI,1,Oct-Nov.,NA,NA,NA,marcoshighquality marcoshighquality,6.2,Narcissus tazetta,NA,NA,Narcissus tazetta,species,Amaryllidaceae,Narcissus,actinomorphic,NA,actinomorphic zygomorphic,species,seen explicitly on the illustration,POWO,
Nelumbo.lutea,Nelumbonaceae,2,NA,NA,"Squaw Creek NWR, Missouri (USA)",NA,NA,NA,Lake,Dieringer et al. (2014). Amer. J. Bot. 101: 357-364.,NA,SC Xen,Thermogenesis,NA,NA,NA,Closes at night,marcoshighquality,2,Nelumbo lutea,NA,NA,Nelumbo lutea,species,Nelumbonaceae,Nelumbo,actinomorphic,actinomorphic,actinomorphic,NA,NA,NA,
Nepenthes.mirabilis,Nepenthaceae,12.2,0.14,2,"Bogor Botanic Gardens, West Java (Indonesia)",NA,NA,260,Botanical garden,Handayani (2017). Biodiversitas 18: 1624-1631.,NA,NA,1,Mar-May. D species. Data for males.,NA,NA,NA,marcoshighquality,12.2,Nepenthes mirabilis,NA,NA,Nepenthes mirabilis,species,Nepenthaceae,Nepenthes,actinomorphic,actinomorphic,actinomorphic,NA,NA,NA,
Nitraria.billardieri,Nitrariaceae,4,NA,NA,Deniliquin (Australia),NA,NA,NA,Semi-arid,Noble & Whalley (1978). Aust. J. Ecol. 3: 141-163.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality,4,Nitraria billardieri,NA,NA,Nitraria billardierei,species,Nitrariaceae,Nitraria,actinomorphic,actinomorphic,actinomorphic,NA,NA,NA,
Opuntia.lindheimeri(=O.engelmannii.subsp.lindheimeri),Cactaceae,1,NA,NA,"four sites around Austin, Texas (USA)",NA,NA,NA,Desert,Grant et al. (1979). Plant Syst. Evol. 132: 313-320.,NA,SC,0,Apr-May.,NA,NA,Open in the morning.,marcoshighquality,1,Opuntia engelmannii subsp lindheimeri,NA,NA,Opuntia engelmannii var. lindheimeri,variety,Cactaceae,Opuntia,actinomorphic,actinomorphic,actinomorphic zygomorphic,species,seen explicitly on the illustration,iNaturalist,
Opuntia.quimilo,Cactaceae,2.8,0.63,NA,"Quilino, Córdoba (Argentina)",-30.165045,NA,NA,Chaco: tropical dry forest,Díaz & Cocucci (2003). Plant Biol. 5: 531-539.,NA,SC,1,Sep-Mar. Gd species; data for hermaphrodites. No info about whether SD or SE is reported.,NA,NA,NA,marcoshighquality marcoshighquality,2.8,Opuntia quimilo,NA,NA,Opuntia quimilo,species,Cactaceae,Opuntia,actinomorphic,actinomorphic,actinomorphic zygomorphic,species,seen explicitly on the illustration,iNaturalist,
Opuntia.quimilo,Cactaceae,2.25,0.45,NA,NA,-30.165045,NA,NA,NA,Díaz & Cocucci (2003). Plant Biol. 5: 531-539.,NA,NA,1,Gd species; data for females. No info about whether SD or SE is reported.,NA,NA,NA,marcoshighquality marcoshighquality,2.25,Opuntia quimilo,NA,NA,Opuntia quimilo,species,Cactaceae,Opuntia,actinomorphic,actinomorphic,actinomorphic zygomorphic,species,seen explicitly on the illustration,iNaturalist,
