ID,Name_submitted,Overall_score,Name_matched_id,Name_matched,Name_score,Name_matched_rank,Author_submitted,Author_matched,Author_score,Canonical_author,Name_matched_accepted_family,Genus_submitted,Genus_matched,Genus_score,Specific_epithet_submitted,Specific_epithet_matched,Specific_epithet_score,Family_submitted,Family_matched,Family_score,Infraspecific_rank,Infraspecific_epithet_matched,Infraspecific_epithet_score,Infraspecific_rank_2,Infraspecific_epithet_2_matched,Infraspecific_epithet_2_score,Annotations,Unmatched_terms,Name_matched_url,Name_matched_lsid,Phonetic,Taxonomic_status,Accepted_name,Accepted_species,Accepted_name_author,Accepted_name_id,Accepted_name_rank,Accepted_name_url,Accepted_name_lsid,Accepted_family,Overall_score_order,Highertaxa_score_order,Source,Warnings
991,Chamaecrista desvauxii var. graminea,1,1287939,Chamaecrista desvauxii var. graminea,1,variety,,,NA,H.S.Irwin & Barneby,Fabaceae,Chamaecrista,Chamaecrista,1,desvauxii,desvauxii,1,,,NA,var.,graminea,1,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2714807,,Y,Accepted,Chamaecrista desvauxii var. graminea,Chamaecrista desvauxii,H.S.Irwin & Barneby,1287939,variety,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2714807,,Fabaceae,1,1,wcvp,0
992,Chamaecrista desvauxii var. latistipula,1,181077,Chamaecrista desvauxii var. latistipula,1,variety,,,NA,(Benth.) G.P.Lewis,Fabaceae,Chamaecrista,Chamaecrista,1,desvauxii,desvauxii,1,,,NA,var.,latistipula,1,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2714810,,Y,Accepted,Chamaecrista desvauxii var. latistipula,Chamaecrista desvauxii,(Benth.) G.P.Lewis,181077,variety,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2714810,,Fabaceae,1,1,wcvp,0
993,Chamaecrista ramosa,1,176075,Chamaecrista ramosa,1,species,,,NA,(Vogel) H.S.Irwin & Barneby,Fabaceae,Chamaecrista,Chamaecrista,1,ramosa,ramosa,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2715139,,Y,Accepted,Chamaecrista ramosa,Chamaecrista ramosa,(Vogel) H.S.Irwin & Barneby,176075,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2715139,,Fabaceae,1,1,wcvp,0
994,Chiococca alba,1,1627682,Chiococca alba,1,species,,,NA,(L.) Hitchc.,Rubiaceae,Chiococca,Chiococca,1,alba,alba,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:39067,,Y,Accepted,Chiococca alba,Chiococca alba,(L.) Hitchc.,1627682,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:39067,,Rubiaceae,1,1,wcvp,0
995,Chirita gueilinensis,1,595149,Chirita gueilinensis,1,species,,,NA,W.T.Wang,Gesneriaceae,Chirita,Chirita,1,gueilinensis,gueilinensis,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2718510,,Y,Synonym,Primulina gueilinensis,Primulina gueilinensis,(W.T.Wang) Yin Z.Wang & Yan Liu,741596,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2904809,,Gesneriaceae,1,1,wcvp,0
996,Chloraea lamellata,1,838880,Chloraea lamellata,1,species,,,NA,Lindl.,Orchidaceae,Chloraea,Chloraea,1,lamellata,lamellata,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:39356,,Y,Accepted,Chloraea lamellata,Chloraea lamellata,Lindl.,838880,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:39356,,Orchidaceae,1,1,wcvp,0
997,Chloraea membranacea,1,839044,Chloraea membranacea,1,species,,,NA,Lindl.,Orchidaceae,Chloraea,Chloraea,1,membranacea,membranacea,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:39373,,Y,Accepted,Chloraea membranacea,Chloraea membranacea,Lindl.,839044,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:39373,,Orchidaceae,1,1,wcvp,0
998,Chloraea virescens,1,1776698,Chloraea virescens,1,species,,,NA,(Willd.) Lindl.,Orchidaceae,Chloraea,Chloraea,1,virescens,virescens,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:39429,,Y,Synonym,Chloraea piquichen,Chloraea piquichen,(Lam.) Lindl.,1776694,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:39395,,Orchidaceae,1,1,wcvp,0
999,Cimicifuga nanchuanensis,1,597456,Cimicifuga nanchuanensis,1,species,,,NA,P.K.Hsiao,Ranunculaceae,Cimicifuga,Cimicifuga,1,nanchuanensis,nanchuanensis,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2720992,,Y,Synonym,Actaea nanchuanensis,Actaea nanchuanensis,"(P.K.Hsiao) J.P.Luo, Q.Yuan & Q.E.Yang",1313067,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3008605,,Ranunculaceae,1,1,wcvp,0
1000,Cistanche deserticola,1,599783,Cistanche deserticola,1,species,,,NA,Ma,Orobanchaceae,Cistanche,Cistanche,1,deserticola,deserticola,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2723155,,Y,Accepted,Cistanche deserticola,Cistanche deserticola,Ma,599783,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2723155,,Orobanchaceae,1,1,wcvp,0
1001,Cistus albidus,1,599894,Cistus albidus,1,species,,,NA,L.,Cistaceae,Cistus,Cistus,1,albidus,albidus,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2723264,,Y,Accepted,Cistus albidus,Cistus albidus,L.,599894,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2723264,,Cistaceae,1,1,wcvp,0
1002,Cistus laurifolius,1,600116,Cistus laurifolius,1,species,,,NA,L.,Cistaceae,Cistus,Cistus,1,laurifolius,laurifolius,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2723479,,Y,Accepted,Cistus laurifolius,Cistus laurifolius,L.,600116,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2723479,,Cistaceae,1,1,wcvp,0
1003,Cleisostoma linearilobatum,1,865408,Cleisostoma linearilobatum,1,species,,,NA,(Seidenf. & Smitinand) Garay,Orchidaceae,Cleisostoma,Cleisostoma,1,linearilobatum,linearilobatum,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:41884,,Y,Accepted,Cleisostoma linearilobatum,Cleisostoma linearilobatum,(Seidenf. & Smitinand) Garay,865408,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:41884,,Orchidaceae,1,1,wcvp,0
1004,Clematis akebioides,1,1763696,Clematis akebioides,1,species,,,NA,(Maxim.) H.J.Veitch,Ranunculaceae,Clematis,Clematis,1,akebioides,akebioides,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2725559,,Y,Accepted,Clematis akebioides,Clematis akebioides,(Maxim.) H.J.Veitch,1763696,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2725559,,Ranunculaceae,1,1,wcvp,0
1005,Clematis chrysocoma,1,602376,Clematis chrysocoma,1,species,,,NA,Franch.,Ranunculaceae,Clematis,Clematis,1,chrysocoma,chrysocoma,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2725793,,Y,Accepted,Clematis chrysocoma,Clematis chrysocoma,Franch.,602376,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2725793,,Ranunculaceae,1,1,wcvp,0
1006,Clematis rehderiana,1,603258,Clematis rehderiana,1,species,,,NA,Craib,Ranunculaceae,Clematis,Clematis,1,rehderiana,rehderiana,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2726639,,Y,Accepted,Clematis rehderiana,Clematis rehderiana,Craib,603258,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2726639,,Ranunculaceae,1,1,wcvp,0
1007,Clerodendrum inerme,1,1783053,Clerodendrum inerme,1,species,,,NA,(L.) Gaertn.,Lamiaceae,Clerodendrum,Clerodendrum,1,inerme,inerme,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42703,,Y,Synonym,Volkameria inermis,Volkameria inermis,L.,328491,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:214017,,Lamiaceae,1,1,wcvp,0
1008,Clerodendrum splendens,1,877784,Clerodendrum splendens,1,species,,,NA,G.Don,Lamiaceae,Clerodendrum,Clerodendrum,1,splendens,splendens,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:43067,,Y,Accepted,Clerodendrum splendens,Clerodendrum splendens,G.Don,877784,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:43067,,Lamiaceae,1,1,wcvp,0
1009,Clethra alnifolia,1,879087,Clethra alnifolia,1,species,,,NA,L.,Clethraceae,Clethra,Clethra,1,alnifolia,alnifolia,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:43188,,Y,Accepted,Clethra alnifolia,Clethra alnifolia,L.,879087,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:43188,,Clethraceae,1,1,wcvp,0
1010,Clidemia capitellata var. depends,0.97401503856648,1816480,Clidemia capitellata var. dependens,0.97401503856648,variety,,,NA,(Pav. ex D.Don) J.F.Macbr.,Melastomataceae,Clidemia,Clidemia,1,capitellata,capitellata,1,,,NA,var.,dependens,0.77777777777778,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3019342,,,Synonym,Miconia dependens,Miconia dependens,(Pav. ex D.Don) Judd & Majure,1825241,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3236492,,Melastomataceae,1,1,wcvp,0
1011,Clitoria laurifolia,1,176840,Clitoria laurifolia,1,species,,,NA,Poir.,Fabaceae,Clitoria,Clitoria,1,laurifolia,laurifolia,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2728036,,Y,Accepted,Clitoria laurifolia,Clitoria laurifolia,Poir.,176840,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2728036,,Fabaceae,1,1,wcvp,0
1012,Coccoloba cereifera,1,605718,Coccoloba cereifera,1,species,,,NA,Schwacke,Polygonaceae,Coccoloba,Coccoloba,1,cereifera,cereifera,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2729198,,Y,Accepted,Coccoloba cereifera,Coccoloba cereifera,Schwacke,605718,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2729198,,Polygonaceae,1,1,wcvp,0
1013,Cochlospermum insigne,1,893496,Cochlospermum insigne,1,species,,,NA,"A.St.-Hil., A.Juss. & Cambess.",Bixaceae,Cochlospermum,Cochlospermum,1,insigne,insigne,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000902434,,Y,Synonym,Cochlospermum regium,Cochlospermum regium,(Schrank) Pilg.,893620,species,http://www.worldfloraonline.org/taxon/wfo-0000902560,,Bixaceae,1,2,wfo,4
1014,Codonopsis clematidea,1,1534619,Codonopsis clematidea,1,species,,,NA,(Schrenk) C.B.Clarke,Campanulaceae,Codonopsis,Codonopsis,1,clematidea,clematidea,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:367786,,Y,Accepted,Codonopsis clematidea,Codonopsis clematidea,(Schrenk) C.B.Clarke,1534619,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:367786,,Campanulaceae,1,1,wcvp,0
1015,Codonopsis subglobosa,1,821828,Codonopsis subglobosa,1,species,,,NA,W.W.Sm.,Campanulaceae,Codonopsis,Codonopsis,1,subglobosa,subglobosa,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:367881,,Y,Accepted,Codonopsis subglobosa,Codonopsis subglobosa,W.W.Sm.,821828,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:367881,,Campanulaceae,1,1,wcvp,0
1016,Cohniella ascendens,1,903892,Cohniella ascendens,1,species,,,NA,(Lindl.) Christenson,Orchidaceae,Cohniella,Cohniella,1,ascendens,ascendens,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:45783,,Y,Synonym,Trichocentrum ascendens,Trichocentrum ascendens,(Lindl.) M.W.Chase & N.H.Williams,322254,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:208026,,Orchidaceae,1,1,wcvp,0
1017,Collaea cipoensis,1,191543,Collaea cipoensis,1,species,,,NA,Fortunato,Fabaceae,Collaea,Collaea,1,cipoensis,cipoensis,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2730928,,Y,Accepted,Collaea cipoensis,Collaea cipoensis,Fortunato,191543,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2730928,,Fabaceae,1,1,wcvp,0
1018,Columnea  magnifica,1,1485381,Columnea magnifica,1,species,,,NA,Klotzsch ex Oerst.,Gesneriaceae,Columnea,Columnea,1,magnifica,magnifica,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2731866,,Y,Accepted,Columnea magnifica,Columnea magnifica,Klotzsch ex Oerst.,1485381,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2731866,,Gesneriaceae,1,1,wcvp,0
1019,Commiphora leptophloeos,1,610002,Commiphora leptophloeos,1,species,,,NA,(Mart.) J.B.Gillett,Burseraceae,Commiphora,Commiphora,1,leptophloeos,leptophloeos,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2733560,,Y,Accepted,Commiphora leptophloeos,Commiphora leptophloeos,(Mart.) J.B.Gillett,610002,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2733560,,Burseraceae,1,1,wcvp,0
1020,Cordia rickseckeri,1,613542,Cordia rickseckeri,1,species,,,NA,Millsp.,Boraginaceae,Cordia,Cordia,1,rickseckeri,rickseckeri,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2737161,,Y,Accepted,Cordia rickseckeri,Cordia rickseckeri,Millsp.,613542,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2737161,,Boraginaceae,1,1,wcvp,0
1021,Cordia spinosa,0.5,1396069,Cordia,0.5,genus,,,NA,L.,Boraginaceae,Cordia,Cordia,1,spinosa,,NA,,,NA,,,NA,,,NA,,spinosa,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2736514,,Y,Accepted,Cordia,,L.,1396069,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2736514,,Boraginaceae,1,1,wcvp,1
1022,Corokia cotoneaster,1,614244,Corokia cotoneaster,1,species,,,NA,Raoul,Argophyllaceae,Corokia,Corokia,1,cotoneaster,cotoneaster,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2737878,,Y,Accepted,Corokia cotoneaster,Corokia cotoneaster,Raoul,614244,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2737878,,Argophyllaceae,1,1,wcvp,0
1023,Corybas cheesemanii,1,915992,Corybas cheesemanii,1,species,,,NA,(Hook.f. ex Kirk) Kuntze,Orchidaceae,Corybas,Corybas,1,cheesemanii,cheesemanii,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:47694,,Y,Accepted,Corybas cheesemanii,Corybas cheesemanii,(Hook.f. ex Kirk) Kuntze,915992,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:47694,,Orchidaceae,1,1,wcvp,0
1024,Corydalis caseana subsp. brandegei,0.99025364493243,614799,Corydalis caseana subsp. brandegeei,0.99025364493243,subspecies,,,NA,(S.Watson) G.B.Ownbey,Papaveraceae,Corydalis,Corydalis,1,caseana,caseana,1,,,NA,subsp.,brandegeei,0.9,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2738552,,Y,Accepted,Corydalis caseana subsp. brandegeei,Corydalis caseana,(S.Watson) G.B.Ownbey,614799,subspecies,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2738552,,Papaveraceae,1,1,wcvp,0
1025,Corydalis sheareri,1,615514,Corydalis sheareri,1,species,,,NA,S.Moore,Papaveraceae,Corydalis,Corydalis,1,sheareri,sheareri,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2739254,,Y,Accepted,Corydalis sheareri,Corydalis sheareri,S.Moore,615514,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2739254,,Papaveraceae,1,1,wcvp,0
1026,Corymborkis flava,1,1514064,Corymborkis flava,1,species,,,NA,(Sw.) Kuntze,Orchidaceae,Corymborkis,Corymborkis,1,flava,flava,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:48159,,Y,Accepted,Corymborkis flava,Corymborkis flava,(Sw.) Kuntze,1514064,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:48159,,Orchidaceae,1,1,wcvp,0
1027,Couepia grandijlora,0.98599670627294,821897,Couepia grandiflora,0.98599670627294,species,,,NA,(Mart. & Zucc.) Benth. ex Hook.f.,Chrysobalanaceae,Couepia,Couepia,1,grandijlora,grandiflora,0.90909090909091,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:367951,,,Accepted,Couepia grandiflora,Couepia grandiflora,(Mart. & Zucc.) Benth. ex Hook.f.,821897,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:367951,,Chrysobalanaceae,1,1,wcvp,0
1028,Craigia yunnanensis,1,617153,Craigia yunnanensis,1,species,,,NA,W.W.Sm. & W.E.Evans,Malvaceae,Craigia,Craigia,1,yunnanensis,yunnanensis,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2741234,,Y,Accepted,Craigia yunnanensis,Craigia yunnanensis,W.W.Sm. & W.E.Evans,617153,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2741234,,Malvaceae,1,1,wcvp,0
1029,Crocus alatavicus,1,1737302,Crocus alatavicus,1,species,,,NA,Regel & Semen.,Iridaceae,Crocus,Crocus,1,alatavicus,alatavicus,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327123,,Y,Accepted,Crocus alatavicus,Crocus alatavicus,Regel & Semen.,1737302,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327123,,Iridaceae,1,1,wcvp,0
1030,Croton hirtus,1,922129,Croton hirtus,1,species,,,NA,L'Hér.,Euphorbiaceae,Croton,Croton,1,hirtus,hirtus,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:50132,,Y,Accepted,Croton hirtus,Croton hirtus,L'Hér.,922129,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:50132,,Euphorbiaceae,1,1,wcvp,0
1031,Croton sonderianus,1,923267,Croton sonderianus,1,species,,,NA,Müll.Arg.,Euphorbiaceae,Croton,Croton,1,sonderianus,sonderianus,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:51208,,Y,Accepted,Croton sonderianus,Croton sonderianus,Müll.Arg.,923267,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:51208,,Euphorbiaceae,1,1,wcvp,0
1032,Cuphea odonellii,1,622853,Cuphea odonellii,1,species,,,NA,Lourteig,Lythraceae,Cuphea,Cuphea,1,odonellii,odonellii,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2748269,,Y,Accepted,Cuphea odonellii,Cuphea odonellii,Lourteig,622853,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2748269,,Lythraceae,1,1,wcvp,0
1033,Curcumorpha longiflora,1,360874,Curcumorpha longiflora,1,species,,,NA,(Wall.) A.S.Rao & D.M.Verma,Zingiberaceae,Curcumorpha,Curcumorpha,1,longiflora,longiflora,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:235315,,Y,Synonym,Boesenbergia longiflora,Boesenbergia longiflora,(Wall.) Kuntze,336427,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:221848,,Zingiberaceae,1,1,wcvp,0
1034,Cyathodes fraseri,1,1761512,Cyathodes fraseri,1,species,,,NA,(A.Cunn.) Allan,Ericaceae,Cyathodes,Cyathodes,1,fraseri,fraseri,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2749120,,Y,Synonym,Styphelia nesophila,Styphelia nesophila,(DC.) Sleumer,1761513,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2593156,,Ericaceae,1,1,wcvp,0
1035,Cymbidium lancifolium,1,925352,Cymbidium lancifolium,1,species,,,NA,Hook.,Orchidaceae,Cymbidium,Cymbidium,1,lancifolium,lancifolium,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:53256,,Y,Accepted,Cymbidium lancifolium,Cymbidium lancifolium,Hook.,925352,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:53256,,Orchidaceae,1,1,wcvp,0
1036,Cynoglossum amabile,1,626460,Cynoglossum amabile,1,species,,,NA,Stapf & J.R.Drumm.,Boraginaceae,Cynoglossum,Cynoglossum,1,amabile,amabile,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2751851,,Y,Accepted,Cynoglossum amabile,Cynoglossum amabile,Stapf & J.R.Drumm.,626460,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2751851,,Boraginaceae,1,1,wcvp,0
1037,Cypripedium plectrochilum,1,926410,Cypripedium plectrochilum,1,species,,,NA,Franch.,Orchidaceae,Cypripedium,Cypripedium,1,plectrochilum,plectrochilum,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:54316,,Y,Accepted,Cypripedium plectrochilum,Cypripedium plectrochilum,Franch.,926410,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:54316,,Orchidaceae,1,1,wcvp,0
1038,Cypripedium tibeticum,1,926495,Cypripedium tibeticum,1,species,,,NA,King ex Rolfe,Orchidaceae,Cypripedium,Cypripedium,1,tibeticum,tibeticum,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:54403,,Y,Accepted,Cypripedium tibeticum,Cypripedium tibeticum,King ex Rolfe,926495,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:54403,,Orchidaceae,1,1,wcvp,0
1039,Cyrtanthus breviflorus,1,756379,Cyrtanthus breviflorus,1,species,,,NA,Harv.,Amaryllidaceae,Cyrtanthus,Cyrtanthus,1,breviflorus,breviflorus,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303805,,Y,Accepted,Cyrtanthus breviflorus,Cyrtanthus breviflorus,Harv.,756379,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303805,,Amaryllidaceae,1,1,wcvp,0
1040,Daphne aurantiaca,1,630029,Daphne aurantiaca,1,species,,,NA,Diels,Thymelaeaceae,Daphne,Daphne,1,aurantiaca,aurantiaca,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2756845,,Y,Accepted,Daphne aurantiaca,Daphne aurantiaca,Diels,630029,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2756845,,Thymelaeaceae,1,1,wcvp,0
1041,Dayaoshania cotinifolia,1,631411,Dayaoshania cotinifolia,1,species,,,NA,W.T.Wang,Gesneriaceae,Dayaoshania,Dayaoshania,1,cotinifolia,cotinifolia,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2758472,,Y,Synonym,Oreocharis cotinifolia,Oreocharis cotinifolia,(W.T.Wang) Mich.Möller & A.Weber,1028308,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2903148,,Gesneriaceae,1,1,wcvp,0
1042,Delphinium caeruleum,1,632370,Delphinium caeruleum,1,species,,,NA,Jacquem. ex Cambess.,Ranunculaceae,Delphinium,Delphinium,1,caeruleum,caeruleum,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2759529,,Y,Accepted,Delphinium caeruleum,Delphinium caeruleum,Jacquem. ex Cambess.,632370,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2759529,,Ranunculaceae,1,1,wcvp,0
1043,Delphinium glaucum,1,1727863,Delphinium glaucum,1,species,,,NA,S.Watson,Ranunculaceae,Delphinium,Delphinium,1,glaucum,glaucum,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2759820,,Y,Accepted,Delphinium glaucum,Delphinium glaucum,S.Watson,1727863,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2759820,,Ranunculaceae,1,1,wcvp,0
1044,Delphinium yuanum,1,633486,Delphinium yuanum,1,species,,,NA,F.H.Chen,Ranunculaceae,Delphinium,Delphinium,1,yuanum,yuanum,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2760599,,Y,Accepted,Delphinium yuanum,Delphinium yuanum,F.H.Chen,633486,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2760599,,Ranunculaceae,1,1,wcvp,0
1045,Deppea grandiflora,1,932575,Deppea grandiflora,1,species,,,NA,Schltdl.,Rubiaceae,Deppea,Deppea,1,grandiflora,grandiflora,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60296,,Y,Accepted,Deppea grandiflora,Deppea grandiflora,Schltdl.,932575,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60296,,Rubiaceae,1,1,wcvp,0
1046,Derris ovalifolia,1,201314,Derris ovalifolia,1,species,,,NA,(Wight & Arn.) Benth.,Fabaceae,Derris,Derris,1,ovalifolia,ovalifolia,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2761585,,Y,Accepted,Derris ovalifolia,Derris ovalifolia,(Wight & Arn.) Benth.,201314,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2761585,,Fabaceae,1,1,wcvp,0
